Polarization,Polarization_All,Churn_Rate,Revenue,Avg_Frustration,Active_Users,Mean_Trust,Ingroup_Trust,Outgroup_Trust,Trust_Segregation,Opinion_Clustering,Seed,Condition,Run
0.981956592151658,0.9858014549087328,0.188,162.4,1.1354679802955665,406.0,0.5,0.5,0.5,1.0,0.1218803331747329,46,M2_bridge_drop,4
0.981956592151658,0.9858014549087328,0.188,162.4,1.1354679802955665,406.0,0.5,0.5,0.5,1.0,0.1218803331747329,46,M3_no_heal_bonus,4
0.9906145720052312,0.9906093340543214,0.006,497.0,0.5070422535211268,497.0,0.5,0.5,0.5,1.0,0.0954067746593774,46,M5_no_brand_safety,4
0.9901826742598172,0.9956542587389106,0.36,128.0,1.04375,320.0,0.5,0.5,0.5,1.0,0.1291097514934355,46,REF_baseline,4
0.9882235921085384,0.9882726240921188,0.004,199.2,0.5522088353413654,498.0,0.5449496981891347,0.9836737235367372,0.0331818181818181,29.64496153124413,0.1100578165089841,46,M4_full_no_decay,4
0.9944266502310908,0.9944266502310908,0.0,200.0,0.64,500.0,0.5,0.5,0.5,1.0,0.093756720144668,47,M0_bridge_intercept,5
0.997429803451204,0.9981561933905028,0.054,189.2,1.2684989429175475,473.0,0.5,0.5,0.5,1.0,0.0957270090113205,47,M1_heal_only,5
0.988663354207981,0.9956534187459728,0.202,159.60000000000002,1.2581453634085211,399.0,0.5,0.5,0.5,1.0,0.1245424550195097,47,M2_bridge_drop,5
0.988663354207981,0.9956534187459728,0.202,159.60000000000002,1.2581453634085211,399.0,0.5,0.5,0.5,1.0,0.1245424550195097,47,M3_no_heal_bonus,5
0.9944266502310908,0.9944266502310908,0.0,500.0,0.64,500.0,0.5,0.5,0.5,1.0,0.093756720144668,47,M5_no_brand_safety,5
0.968152305593184,0.9968576779089592,0.394,121.2,0.8316831683168316,303.0,0.5,0.5,0.5,1.0,0.1559550691911296,47,REF_baseline,5
0.9931607081346884,0.993309108822912,0.006,198.8,0.607645875251509,497.0,0.5149564050972502,0.9880497382198954,0.018008356545961,54.866180359001135,0.0973898396704958,47,M4_full_no_decay,5
0.9911595938024615,0.9910533084079544,0.002,199.6,0.5991983967935872,499.0,0.5,0.5,0.5,1.0,0.096735182772505,48,M0_bridge_intercept,6
0.9894382675432511,0.9897104996599064,0.06,188.0,1.1553191489361705,470.0,0.5,0.5,0.5,1.0,0.1151797205019983,48,M1_heal_only,6
0.9784872093978504,0.9890272529544442,0.188,162.4,0.9753694581280788,406.0,0.5,0.5,0.5,1.0,0.1214899520416868,48,M2_bridge_drop,6
